record_id,branch,domain,category,system_name,designation,variant,role_purpose,status,source_status,verification_status,verification_sources,status_as_of,commissioned_or_inducted_date,retired_or_decommissioned_date,quantity,quantity_min,quantity_max,quantity_raw,quantity_values,specifications,dimensions,make_manufacturer,country_of_origin,operators,notes,source_key,source_url,source_table,source_row,retrieved_at,raw_record
eq_abd8014d37934940b4f1,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Air-to-surface,Popeye,Not documented,Not documented,ASM,in_service,In service,not_independently_verified,[],2026-09-15,2006,Not documented,,,,Not documented,[],"{""Guidance"": ""INS Infrared homing"", ""Range"": ""78 km (48 mi)"", ""Warhead"": ""Conventional Pre-fragmented 340 kg""}",Not documented,Rafael,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,4,5,2026-09-15T03:49:19Z,"{""Designer"": ""Rafael"", ""Family"": ""Popeye"", ""Guidance"": ""INS Infrared homing"", ""Image"": """", ""Intr."": ""2006"", ""Name"": ""Popeye"", ""Range"": ""78 km (48 mi)"", ""Ref."": """", ""Speed"": """", ""Status"": ""In service"", ""Type"": ""ASM"", ""Warhead"": ""Conventional Pre-fragmented 340 kg""}"
eq_b2a65462f41e75f9700a,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Air-to-surface,BrahMos A,Not documented,Not documented,Supersonic ALCM,in_service,In service,official_claim_available,"[""https://drdo.gov.in/drdo/en/offerings/products/brahmos""]",2026-09-15,2019,Not documented,,,,Not documented,[],"{""Guidance"": ""INS + Sat Nav Active radar homing"", ""Range"": ""450 km (280 mi)"", ""Speed"": ""Mach 3"", ""Warhead"": ""Conventional or Nuclear Armour-piercing 300 kg""}",Not documented,NPO Mashinostroyeniya DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,4,6,2026-09-15T03:49:19Z,"{""Designer"": ""NPO Mashinostroyeniya DRDO"", ""Family"": ""BrahMos"", ""Guidance"": ""INS + Sat Nav Active radar homing"", ""Image"": """", ""Intr."": ""2019"", ""Name"": ""BrahMos A"", ""Range"": ""450 km (280 mi)"", ""Ref."": """", ""Speed"": ""Mach 3"", ""Status"": ""In service"", ""Type"": ""Supersonic ALCM"", ""Warhead"": ""Conventional or Nuclear Armour-piercing 300 kg""}"
eq_40efb36adb705eec0887,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Air-to-surface,SCALP-EG,Not documented,Not documented,ASM,in_service,In service,not_independently_verified,[],2026-09-15,2022,Not documented,,,,Not documented,[],"{""Guidance"": ""INS, GPS, TERPROM"", ""Range"": ""550 km (340 mi)"", ""Speed"": ""Mach 0.95"", ""Warhead"": ""BROACH 550 kg""}",Not documented,MBDA,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,4,7,2026-09-15T03:49:19Z,"{""Designer"": ""MBDA"", ""Family"": ""SCALP-EG"", ""Guidance"": ""INS, GPS, TERPROM"", ""Image"": """", ""Intr."": ""2022"", ""Name"": ""SCALP-EG"", ""Range"": ""550 km (340 mi)"", ""Ref."": """", ""Speed"": ""Mach 0.95"", ""Status"": ""In service"", ""Type"": ""ASM"", ""Warhead"": ""BROACH 550 kg""}"
eq_c880ee375e195b9c7f1c,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Air-to-surface,AASM Hammer,Not documented,Not documented,ASM,in_service,In service,not_independently_verified,[],2026-09-15,2023,Not documented,,,,Not documented,[],"{""Guidance"": ""INS, GPS"", ""Range"": ""70 km (43 mi)"", ""Warhead"": ""General-purpose bomb 250 kg""}",Not documented,Safran,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,4,8,2026-09-15T03:49:19Z,"{""Designer"": ""Safran"", ""Family"": ""AASM Hammer"", ""Guidance"": ""INS, GPS"", ""Image"": """", ""Intr."": ""2023"", ""Name"": ""AASM Hammer"", ""Range"": ""70 km (43 mi)"", ""Ref."": """", ""Speed"": """", ""Status"": ""In service"", ""Type"": ""ASM"", ""Warhead"": ""General-purpose bomb 250 kg""}"
eq_24b156b8c301a1d732a0,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Air-to-surface,Rudram-1,Not documented,Not documented,Air to surface ARM,under_development,In development,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],"{""Guidance"": ""INS Active radar homing"", ""Range"": ""150 km (93 mi)"", ""Speed"": ""Mach 2"", ""Warhead"": ""Conventional Pre-fragmented 55 kg""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,4,9,2026-09-15T03:49:19Z,"{""Designer"": ""DRDO"", ""Family"": ""Rudram"", ""Guidance"": ""INS Active radar homing"", ""Image"": """", ""Intr."": ""TBD"", ""Name"": ""Rudram-1"", ""Range"": ""150 km (93 mi)"", ""Ref."": """", ""Speed"": ""Mach 2"", ""Status"": ""In development"", ""Type"": ""Air to surface ARM"", ""Warhead"": ""Conventional Pre-fragmented 55 kg""}"
eq_69b4d8f27eccda42bbde,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Air-to-surface,Rudram-2,Not documented,Not documented,Air to surface ARM,under_development,In development,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],"{""Guidance"": ""INS SatNav IIR homing"", ""Range"": ""350 km (220 mi)"", ""Speed"": ""Mach 5.5"", ""Warhead"": ""Conventional Pre-fragmented 155 kg / Bunker buster""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,4,10,2026-09-15T03:49:19Z,"{""Designer"": ""DRDO"", ""Family"": ""Rudram"", ""Guidance"": ""INS SatNav IIR homing"", ""Image"": """", ""Intr."": ""TBD"", ""Name"": ""Rudram-2"", ""Range"": ""350 km (220 mi)"", ""Ref."": """", ""Speed"": ""Mach 5.5"", ""Status"": ""In development"", ""Type"": ""Air to surface ARM"", ""Warhead"": ""Conventional Pre-fragmented 155 kg / Bunker buster""}"
eq_e5471e5ff66c3473d0a3,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Air-to-surface,Rudram-3,Not documented,Not documented,Air to surface ARM,under_development,In development,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],"{""Range"": ""550 km (340 mi)"", ""Warhead"": ""Bunker buster""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,4,11,2026-09-15T03:49:19Z,"{""Designer"": ""DRDO"", ""Family"": ""Rudram"", ""Guidance"": """", ""Image"": """", ""Intr."": ""TBD"", ""Name"": ""Rudram-3"", ""Range"": ""550 km (340 mi)"", ""Ref."": """", ""Speed"": """", ""Status"": ""In development"", ""Type"": ""Air to surface ARM"", ""Warhead"": ""Bunker buster""}"
eq_b044aae15990cb5a544e,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,Trishul,Not documented,Not documented,Short range SAM,in_service,In service,not_independently_verified,[],2026-09-15,1983,Not documented,,,,Not documented,[],"{""Guidance"": ""Command to line-of-sight"", ""Range"": ""11 km (6.8 mi)"", ""Speed"": ""Mach 2"", ""Warhead"": ""High-explosive Pre-fragmented 15 kg""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,1,2026-09-15T03:49:19Z,"{""Alitude"": """", ""Designer"": ""DRDO"", ""Family"": ""Trishul"", ""Guidance"": ""Command to line-of-sight"", ""Image"": """", ""Intr."": ""1983"", ""Name"": ""Trishul"", ""Range"": ""11 km (6.8 mi)"", ""Ref."": """", ""Speed"": ""Mach 2"", ""Status"": ""In service"", ""Type"": ""Short range SAM"", ""Warhead"": ""High-explosive Pre-fragmented 15 kg""}"
eq_c809d7abd107b2f5083f,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,V601,Not documented,Not documented,Short range SAM,in_service,In service,not_independently_verified,[],2026-09-15,1987,Not documented,,,,Not documented,[],"{""Guidance"": ""Command to line-of-sight"", ""Range"": ""35 km (22 mi)"", ""Speed"": ""Mach 3"", ""Warhead"": ""High-explosive Pre-fragmented 60 kg""}",Not documented,JSC Defense Systems,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,2,2026-09-15T03:49:19Z,"{""Alitude"": ""18 km (11 mi)"", ""Designer"": ""JSC Defense Systems"", ""Family"": ""S-125 Neva/Pechora"", ""Guidance"": ""Command to line-of-sight"", ""Image"": """", ""Intr."": ""1987"", ""Name"": ""V601"", ""Range"": ""35 km (22 mi)"", ""Ref."": """", ""Speed"": ""Mach 3"", ""Status"": ""In service"", ""Type"": ""Short range SAM"", ""Warhead"": ""High-explosive Pre-fragmented 60 kg""}"
eq_e3576bd5ec02b09a21fd,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,Seacat,Not documented,Not documented,Short range SAM,in_service,In service,not_independently_verified,[],2026-09-15,1987,Not documented,,,,Not documented,[],"{""Guidance"": ""Command to line-of-sight"", ""Range"": ""5 km (3.1 mi)"", ""Speed"": ""Mach 0.8"", ""Warhead"": ""Continuous rod""}",Not documented,Short Brothers,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,3,2026-09-15T03:49:19Z,"{""Alitude"": """", ""Designer"": ""Short Brothers"", ""Family"": ""Seacat"", ""Guidance"": ""Command to line-of-sight"", ""Image"": """", ""Intr."": ""1987"", ""Name"": ""Seacat"", ""Range"": ""5 km (3.1 mi)"", ""Ref."": """", ""Speed"": ""Mach 0.8"", ""Status"": ""In service"", ""Type"": ""Short range SAM"", ""Warhead"": ""Continuous rod""}"
eq_e9b171a1010af8de9926,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,9M33,Not documented,Not documented,Short range SAM,in_service,In service,not_independently_verified,[],2026-09-15,1990,Not documented,,,,Not documented,[],"{""Guidance"": ""Command to line-of-sight"", ""Range"": ""15 km (9.3 mi)"", ""Speed"": ""Mach 2.9"", ""Warhead"": ""High-explosive Pre-fragmented 15 kg""}",Not documented,Znamya Truda Plant,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,4,2026-09-15T03:49:19Z,"{""Alitude"": ""12 km (7.5 mi)"", ""Designer"": ""Znamya Truda Plant"", ""Family"": ""9K33 Osa"", ""Guidance"": ""Command to line-of-sight"", ""Image"": """", ""Intr."": ""1990"", ""Name"": ""9M33"", ""Range"": ""15 km (9.3 mi)"", ""Ref."": """", ""Speed"": ""Mach 2.9"", ""Status"": ""In service"", ""Type"": ""Short range SAM"", ""Warhead"": ""High-explosive Pre-fragmented 15 kg""}"
eq_7eb0bf0cda57c6bb08da,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,9M37,Not documented,Not documented,Short range SAM,in_service,In service,not_independently_verified,[],2026-09-15,1990,Not documented,,,,Not documented,[],"{""Guidance"": ""Command to line-of-sight"", ""Range"": ""5 km (3.1 mi)"", ""Speed"": ""Mach 0.5"", ""Warhead"": ""High-explosive Pre-fragmented 5 kg""}",Not documented,KB Tochmash,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,5,2026-09-15T03:49:19Z,"{""Alitude"": ""3.5 km (2.2 mi)"", ""Designer"": ""KB Tochmash"", ""Family"": ""9K35 Strela-10"", ""Guidance"": ""Command to line-of-sight"", ""Image"": """", ""Intr."": ""1990"", ""Name"": ""9M37"", ""Range"": ""5 km (3.1 mi)"", ""Ref."": """", ""Speed"": ""Mach 0.5"", ""Status"": ""In service"", ""Type"": ""Short range SAM"", ""Warhead"": ""High-explosive Pre-fragmented 5 kg""}"
eq_8eccca123ba5c1cf0899,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,9M311,Not documented,Not documented,Short range SAM,in_service,In service,not_independently_verified,[],2026-09-15,1999,Not documented,,,,Not documented,[],"{""Guidance"": ""Command to line-of-sight"", ""Range"": ""9 km (5.6 mi)"", ""Speed"": ""Mach 1"", ""Warhead"": ""Continuous rod 9 kg""}",Not documented,KBP,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,6,2026-09-15T03:49:19Z,"{""Alitude"": ""3.5 km (2.2 mi)"", ""Designer"": ""KBP"", ""Family"": ""2K22 Tunguska"", ""Guidance"": ""Command to line-of-sight"", ""Image"": """", ""Intr."": ""1999"", ""Name"": ""9M311"", ""Range"": ""9 km (5.6 mi)"", ""Ref."": """", ""Speed"": ""Mach 1"", ""Status"": ""In service"", ""Type"": ""Short range SAM"", ""Warhead"": ""Continuous rod 9 kg""}"
eq_6d86c41bb9d4b5e5b320,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,9M38,Not documented,Not documented,Short range SAM,in_service,In service,not_independently_verified,[],2026-09-15,2001,Not documented,,,,Not documented,[],"{""Guidance"": ""Command to line-of-sight"", ""Range"": ""30 km (19 mi)"", ""Speed"": ""Mach 3"", ""Warhead"": ""High-explosive Pre-fragmented""}",Not documented,Almaz-Antey,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,7,2026-09-15T03:49:19Z,"{""Alitude"": ""20 km (12 mi)"", ""Designer"": ""Almaz-Antey"", ""Family"": ""Buk"", ""Guidance"": ""Command to line-of-sight"", ""Image"": """", ""Intr."": ""2001"", ""Name"": ""9M38"", ""Range"": ""30 km (19 mi)"", ""Ref."": """", ""Speed"": ""Mach 3"", ""Status"": ""In service"", ""Type"": ""Short range SAM"", ""Warhead"": ""High-explosive Pre-fragmented""}"
eq_41f73144c833551b2fbf,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,9M317,Not documented,Not documented,Short range SAM,in_service,In service,not_independently_verified,[],2026-09-15,2013,Not documented,,,,Not documented,[],"{""Guidance"": ""Command to line-of-sight"", ""Range"": ""50 km (31 mi)"", ""Speed"": ""Mach 4"", ""Warhead"": ""High-explosive Pre-fragmented 62 kg""}",Not documented,Almaz-Antey,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,8,2026-09-15T03:49:19Z,"{""Alitude"": ""25 km (16 mi)"", ""Designer"": ""Almaz-Antey"", ""Family"": ""Buk"", ""Guidance"": ""Command to line-of-sight"", ""Image"": """", ""Intr."": ""2013"", ""Name"": ""9M317"", ""Range"": ""50 km (31 mi)"", ""Ref."": """", ""Speed"": ""Mach 4"", ""Status"": ""In service"", ""Type"": ""Short range SAM"", ""Warhead"": ""High-explosive Pre-fragmented 62 kg""}"
eq_5799da0f06c8b04a0529,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,Barak 1,Not documented,Not documented,Short range SAM,in_service,In service,not_independently_verified,[],2026-09-15,2004,Not documented,,,,Not documented,[],"{""Guidance"": ""Command to line-of-sight"", ""Range"": ""12 km (7.5 mi)"", ""Speed"": ""Mach 2.1"", ""Warhead"": ""High-explosive Pre-fragmented 22 kg""}",Not documented,IAI Rafael,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,9,2026-09-15T03:49:19Z,"{""Alitude"": ""5.5 km (3.4 mi)"", ""Designer"": ""IAI Rafael"", ""Family"": ""Barak 1"", ""Guidance"": ""Command to line-of-sight"", ""Image"": """", ""Intr."": ""2004"", ""Name"": ""Barak 1"", ""Range"": ""12 km (7.5 mi)"", ""Ref."": """", ""Speed"": ""Mach 2.1"", ""Status"": ""In service"", ""Type"": ""Short range SAM"", ""Warhead"": ""High-explosive Pre-fragmented 22 kg""}"
eq_4cf9f4ca826cff9777ba,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,Akash Mk I,Not documented,Not documented,Medium range SAM,in_service,In service,official_claim_available,"[""https://drdo.gov.in/drdo/en/offerings/products/akash""]",2026-09-15,2009,Not documented,,,,Not documented,[],"{""Guidance"": ""Command guidance Active radar homing"", ""Range"": ""30 km (19 mi)"", ""Speed"": ""Mach 3"", ""Warhead"": ""High-explosive Pre-fragmented 60 kg""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,10,2026-09-15T03:49:19Z,"{""Alitude"": ""18 km (11 mi)"", ""Designer"": ""DRDO"", ""Family"": ""Akash"", ""Guidance"": ""Command guidance Active radar homing"", ""Image"": """", ""Intr."": ""2009"", ""Name"": ""Akash Mk I"", ""Range"": ""30 km (19 mi)"", ""Ref."": """", ""Speed"": ""Mach 3"", ""Status"": ""In service"", ""Type"": ""Medium range SAM"", ""Warhead"": ""High-explosive Pre-fragmented 60 kg""}"
eq_90bbdbef341bbf1b9870,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,Akash Mk II,Not documented,Not documented,Medium range SAM,under_development,In development,official_claim_available,"[""https://drdo.gov.in/drdo/en/offerings/products/akash""]",2026-09-15,Not documented,Not documented,,,,Not documented,[],"{""Guidance"": ""Command guidance Active radar homing"", ""Range"": ""40 km (25 mi)"", ""Speed"": ""Mach 3"", ""Warhead"": ""High-explosive Pre-fragmented 60 kg""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,11,2026-09-15T03:49:19Z,"{""Alitude"": ""20 km (12 mi)"", ""Designer"": ""DRDO"", ""Family"": ""Akash"", ""Guidance"": ""Command guidance Active radar homing"", ""Image"": """", ""Intr."": ""TBD"", ""Name"": ""Akash Mk II"", ""Range"": ""40 km (25 mi)"", ""Ref."": """", ""Speed"": ""Mach 3"", ""Status"": ""In development"", ""Type"": ""Medium range SAM"", ""Warhead"": ""High-explosive Pre-fragmented 60 kg""}"
eq_f20d6960e691f758f07b,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,Akash-NG,Not documented,Not documented,Medium range SAM,under_development,In development,official_claim_available,"[""https://drdo.gov.in/drdo/en/offerings/products/akash""]",2026-09-15,Not documented,Not documented,,,,Not documented,[],"{""Guidance"": ""Command guidance Active radar homing"", ""Range"": ""70 km (43 mi)"", ""Speed"": ""Mach 3"", ""Warhead"": ""High-explosive Pre-fragmented 60 kg""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,12,2026-09-15T03:49:19Z,"{""Alitude"": ""20 km (12 mi)"", ""Designer"": ""DRDO"", ""Family"": ""Akash"", ""Guidance"": ""Command guidance Active radar homing"", ""Image"": """", ""Intr."": ""TBD"", ""Name"": ""Akash-NG"", ""Range"": ""70 km (43 mi)"", ""Ref."": """", ""Speed"": ""Mach 3"", ""Status"": ""In development"", ""Type"": ""Medium range SAM"", ""Warhead"": ""High-explosive Pre-fragmented 60 kg""}"
eq_ea2c2d82501b09c6f8ed,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,MR-SAM,Not documented,Not documented,Medium range SAM,in_service,In service,official_claim_available,"[""https://drdo.gov.in/drdo/en/offerings/products/mrsam""]",2026-09-15,2020,Not documented,,,,Not documented,[],"{""Guidance"": ""INS Active radar homing"", ""Range"": ""70 km (43 mi)"", ""Speed"": ""Mach 2"", ""Warhead"": ""Kinetic kill vehicle 60 kg""}",Not documented,| IAI DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,13,2026-09-15T03:49:19Z,"{""Alitude"": ""16 km (9.9 mi)"", ""Designer"": ""| IAI DRDO"", ""Family"": ""Barak 8"", ""Guidance"": ""INS Active radar homing"", ""Image"": """", ""Intr."": ""2020"", ""Name"": ""MR-SAM"", ""Range"": ""70 km (43 mi)"", ""Ref."": """", ""Speed"": ""Mach 2"", ""Status"": ""In service"", ""Type"": ""Medium range SAM"", ""Warhead"": ""Kinetic kill vehicle 60 kg""}"
eq_3d315a274b1e368062aa,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,LR-SAM,Not documented,Not documented,Long range SAM,in_service,In service,not_independently_verified,[],2026-09-15,2019,Not documented,,,,Not documented,[],"{""Guidance"": ""INS Active radar homing"", ""Range"": ""100 km (62 mi)"", ""Speed"": ""Mach 3+"", ""Warhead"": ""Kinetic kill vehicle 60 kg""}",Not documented,| IAI DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,14,2026-09-15T03:49:19Z,"{""Alitude"": ""20 km (12 mi)"", ""Designer"": ""| IAI DRDO"", ""Family"": ""Barak 8"", ""Guidance"": ""INS Active radar homing"", ""Image"": """", ""Intr."": ""2019"", ""Name"": ""LR-SAM"", ""Range"": ""100 km (62 mi)"", ""Ref."": """", ""Speed"": ""Mach 3+"", ""Status"": ""In service"", ""Type"": ""Long range SAM"", ""Warhead"": ""Kinetic kill vehicle 60 kg""}"
eq_d2cc41d024cafbe5182c,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,ER-SAM,Not documented,Not documented,Extended range SAM,in_service,In service,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],"{""Guidance"": ""INS Active radar homing"", ""Range"": ""150 km (93 mi)"", ""Speed"": ""Mach 3+"", ""Warhead"": ""Kinetic kill vehicle 60 kg""}",Not documented,| IAI DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,15,2026-09-15T03:49:19Z,"{""Alitude"": ""30 km (19 mi)"", ""Designer"": ""| IAI DRDO"", ""Family"": ""Barak 8"", ""Guidance"": ""INS Active radar homing"", ""Image"": """", ""Intr."": """", ""Name"": ""ER-SAM"", ""Range"": ""150 km (93 mi)"", ""Ref."": """", ""Speed"": ""Mach 3+"", ""Status"": ""In service"", ""Type"": ""Extended range SAM"", ""Warhead"": ""Kinetic kill vehicle 60 kg""}"
eq_a02a70a8e2f31b4c7587,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,QRSAM,Not documented,Not documented,Quick reaction SAM,in_service,In service,not_independently_verified,[],2026-09-15,2022,Not documented,,,,Not documented,[],"{""Guidance"": ""INS with Datalink Active radar homing"", ""Range"": ""30 km (19 mi)"", ""Speed"": ""Mach 4.7"", ""Warhead"": ""High-explosive Pre-fragmented 32 kg""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,16,2026-09-15T03:49:19Z,"{""Alitude"": ""14 km (8.7 mi)"", ""Designer"": ""DRDO"", ""Family"": ""QRSAM"", ""Guidance"": ""INS with Datalink Active radar homing"", ""Image"": """", ""Intr."": ""2022"", ""Name"": ""QRSAM"", ""Range"": ""30 km (19 mi)"", ""Ref."": """", ""Speed"": ""Mach 4.7"", ""Status"": ""In service"", ""Type"": ""Quick reaction SAM"", ""Warhead"": ""High-explosive Pre-fragmented 32 kg""}"
eq_337d009c43aae939711b,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,VL-SRSAM,Not documented,Not documented,Short range SAM,in_service,In service,not_independently_verified,[],2026-09-15,2022,Not documented,,,,Not documented,[],"{""Guidance"": ""Fibre-optic gyro based INS Active radar homing"", ""Range"": ""50 km (31 mi)"", ""Speed"": ""Mach 4.5"", ""Warhead"": ""High-explosive Pre-fragmented""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,17,2026-09-15T03:49:19Z,"{""Alitude"": ""16 km (9.9 mi)"", ""Designer"": ""DRDO"", ""Family"": ""VL-SRSAM"", ""Guidance"": ""Fibre-optic gyro based INS Active radar homing"", ""Image"": """", ""Intr."": ""2022"", ""Name"": ""VL-SRSAM"", ""Range"": ""50 km (31 mi)"", ""Ref."": """", ""Speed"": ""Mach 4.5"", ""Status"": ""In service"", ""Type"": ""Short range SAM"", ""Warhead"": ""High-explosive Pre-fragmented""}"
eq_7540662f906aab8eada0,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,SAMAR I,Not documented,Not documented,Short range SAM,in_service,In service,not_independently_verified,[],2026-09-15,2024,Not documented,,,,Not documented,[],"{""Guidance"": ""Infrared homing"", ""Range"": ""12 km (7.5 mi)"", ""Speed"": ""Mach 2.5"", ""Warhead"": ""High-explosive Pre-fragmented""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,18,2026-09-15T03:49:19Z,"{""Alitude"": """", ""Designer"": ""DRDO"", ""Family"": ""SAMAR"", ""Guidance"": ""Infrared homing"", ""Image"": """", ""Intr."": ""2024"", ""Name"": ""SAMAR I"", ""Range"": ""12 km (7.5 mi)"", ""Ref."": """", ""Speed"": ""Mach 2.5"", ""Status"": ""In service"", ""Type"": ""Short range SAM"", ""Warhead"": ""High-explosive Pre-fragmented""}"
eq_b4d280a89f924437cd21,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,SAMAR II,Not documented,Not documented,Short range SAM,under_development,In development,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],"{""Guidance"": ""Semi-active radar homing"", ""Range"": ""20 km (12 mi)"", ""Speed"": ""Mach 2.5"", ""Warhead"": ""High-explosive Pre-fragmented""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,19,2026-09-15T03:49:19Z,"{""Alitude"": """", ""Designer"": ""DRDO"", ""Family"": ""SAMAR"", ""Guidance"": ""Semi-active radar homing"", ""Image"": """", ""Intr."": ""TBD"", ""Name"": ""SAMAR II"", ""Range"": ""20 km (12 mi)"", ""Ref."": """", ""Speed"": ""Mach 2.5"", ""Status"": ""In development"", ""Type"": ""Short range SAM"", ""Warhead"": ""High-explosive Pre-fragmented""}"
eq_2b4fc46e978e049fc39e,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,S-400,Not documented,Not documented,Mobile long-range SAM,in_service,In service,not_independently_verified,[],2026-09-15,2021,Not documented,,,,Not documented,[],"{""Guidance"": ""Semi-active radar homing"", ""Range"": ""380 km (240 mi)"", ""Speed"": ""Mach 14"", ""Warhead"": ""High-explosive Pre-fragmented""}",Not documented,Almaz-Antey,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,20,2026-09-15T03:49:19Z,"{""Alitude"": ""40 km (25 mi)"", ""Designer"": ""Almaz-Antey"", ""Family"": ""S-400"", ""Guidance"": ""Semi-active radar homing"", ""Image"": """", ""Intr."": ""2021"", ""Name"": ""S-400"", ""Range"": ""380 km (240 mi)"", ""Ref."": """", ""Speed"": ""Mach 14"", ""Status"": ""In service"", ""Type"": ""Mobile long-range SAM"", ""Warhead"": ""High-explosive Pre-fragmented""}"
